switch_e,switch_c,host,connection,interval,link,hop,time,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte,avgRecvMsg,avgRecvByte,secMaxRecvMsg,secMaxRecvByte
2,2,18,26,3,21,4,93.6,25.93,5.93,99,21.66,29.43,15.52,74,27.29
2,2,18,38,4,21,4,167.7,22.7,5.46,80,17.49,27.18,16.73,70,37.6
2,2,18,71,2,21,4,166.1,26.98,6.44,84,18.65,35.61,18.04,157,122.56
2,14,20,12,3,35,16,53.9,77.18,15.8,186,41.21,110.82,59.17,247,99.71
2,14,20,36,0,35,16,20.7,229.08,44.88,808,154.73,279.23,97.18,847,168.47
2,14,20,82,0,35,16,29.3,341.26,67.52,847,149.47,448.36,110.28,999,185.04
2,28,12,29,4,41,30,138.6,132.72,25.4,339,69.08,201.64,106.67,479,172.2
2,30,16,21,2,47,32,58.1,175.42,33.75,353,72.48,263.67,113.86,483,160.96
2,30,16,45,7,47,32,342.3,117.97,23.6,318,76.08,188.78,126.88,427,195.81
2,48,20,26,10,69,50,291.7,165.46,33.2,475,93.6,274.44,179.4,679,255.15
2,48,20,55,10,69,50,591.4,169.43,33.57,506,104.42,275.37,176.65,698,249.34
2,48,20,67,2,69,50,180.6,180.35,43.01,501,96.99,292.13,70.95,714,153.46
2,59,18,14,5,78,61,94.2,230.07,43.93,559,110.12,363.13,261.05,793,388.56
2,59,18,41,1,78,61,109.1,336.57,64.05,602,115.64,504.64,227.36,820,369.99
2,4,20,6,6,25,6,47.2,30,6.65,78,21.13,35.13,27.46,94,46.79
2,4,20,64,0,25,6,17.3,164.68,31.11,1003,182.29,174.51,40.21,1035,155.84
2,4,20,89,5,25,6,463.1,30.48,7.1,106,31.25,38.7,17.68,102,29.43
2,13,2,1,3,16,15,17.8,61.07,10.93,156,34.7,90.11,48.32,218,84.57
2,20,12,6,3,33,22,35.6,95.53,18.41,247,50.37,142.42,88.55,286,144.81
2,20,12,36,7,33,22,272.8,80.19,16.22,238,60.21,129.8,69.46,360,109.67
2,31,18,17,3,50,33,74.5,149.68,29.17,314,66.51,227.5,113.22,426,188.13
2,31,18,44,2,50,33,117.7,184.77,35.88,369,79.87,275.85,124.25,565,223.1
2,31,18,75,1,50,33,106.1,258.83,50.27,427,81.18,379.44,117.48,567,181.99
2,41,20,11,5,62,43,72.7,163.44,32.02,460,85.91,260.17,192.07,620,314.86
2,41,20,54,0,62,43,59.3,399.01,77.35,709,137.71,582.18,176.51,934,272.75
2,41,20,95,6,62,43,628.6,164.06,32.73,422,84.68,262.66,168.1,639,258.05
2,52,18,6,9,71,54,83.9,172.91,33.15,500,91.38,276.75,254.72,592,380.76
2,5,20,16,1,26,7,31.3,58.37,11.87,130,29.84,68.82,26.9,167,50.78
2,5,20,62,6,26,7,389.5,31.1,7.44,116,26.53,42.93,36.94,128,68.51
2,5,20,97,8,26,7,794.4,28.13,6.97,121,29.69,40.06,30.71,94,54.65
2,12,10,24,10,23,14,258.1,50.31,10.04,151,32.36,77.5,54.41,178,89.37
2,23,18,65,8,42,25,546.9,92.19,18.72,267,56.49,144.3,121.85,362,204.46
2,34,20,20,4,55,36,104.2,153.84,30.39,373,75.06,236.48,147.27,540,253.18
2,45,12,34,8,58,47,296.6,170.26,32.33,436,81.59,268.63,209.73,556,322.23
2,50,18,1,1,69,52,21.4,158.41,31.06,464,91.11,260,218.6,592,317.31
2,50,18,52,3,69,52,199.1,242.66,46.77,516,98.68,373.41,199.84,711,393.59
2,1,20,46,2,22,3,107.7,24.98,5.92,74,15.98,26.74,14.46,64,27.25
2,10,2,1,3,13,12,17.7,49.04,8.47,117,20.13,70.28,48.11,138,84.45
2,24,16,21,9,41,26,211.2,93.73,18.53,256,53.33,144.98,119.62,332,188.76
2,31,18,19,1,50,33,46.4,186.4,36.84,379,76.37,282.97,135.06,540,212.05
2,31,18,42,8,50,33,358.5,117.97,23.68,336,65.09,188.67,120.99,447,197.33
2,31,18,81,8,50,33,685.9,65.72,18,312,63.67,111.42,33.33,426,142.92
2,47,20,26,4,68,49,141.9,196.93,38.84,472,90.95,312.71,198.67,592,344.61
2,47,20,88,2,68,49,263.3,250.19,49.36,510,94.47,390.59,166.4,681,242.87
2,55,10,23,9,66,57,251,189.99,36.46,528,100.86,312.55,222.35,665,310.2
2,5,12,19,4,18,7,91.2,34.27,7.12,89,20.56,47.54,20.25,112,34.19
2,13,18,16,6,32,15,113.1,61.03,12.55,201,48.15,88.7,49.91,279,105.21
2,13,18,51,6,32,15,325.5,62.55,13,175,45.31,92.27,48.08,240,80.04
2,27,20,10,4,48,29,61.5,119.53,23.65,294,59.98,181.22,127.99,398,208.4
2,27,20,39,1,48,29,66.5,206.08,40.17,348,74.16,302.12,103.56,492,164.77
2,27,20,83,10,48,29,864.1,101.84,20.68,312,65.27,160.45,133.96,438,203.67
2,38,18,17,1,57,40,44.1,155.33,35.13,366,83.97,227.44,52.89,576,147.22
2,44,20,26,5,65,46,153.3,185.17,36.05,538,97.34,287.66,211.95,644,363.83
2,44,20,60,1,65,46,105.7,310.97,60.61,465,91.7,469.21,195.69,691,257.85
2,44,20,97,1,65,46,178.6,298.05,59.05,460,92.76,458.9,193.29,720,239.66
2,60,4,2,3,65,62,28.7,193.66,34.63,341,66.16,306.69,304.92,480,422.8
2,0,14,44,9,15,2,408.7,9.3,2.83,39,10.32,10.34,8.23,31,17.16
2,9,18,33,6,28,11,215.8,46.15,10.04,159,41.6,67.51,44.96,181,78.5
2,9,18,48,5,28,11,258.1,48.45,10.53,144,35.63,71.42,43.22,185,98.53
2,9,18,76,7,28,11,551.3,44.93,9.79,141,40.13,65.55,48.21,172,84.3
2,28,20,19,0,49,30,27.7,221.44,44.04,534,97.17,318.34,140.88,611,270.67
2,36,12,33,10,49,38,351.6,127.3,24.96,386,75.11,208.83,124.64,551,182.28
2,39,16,3,5,56,41,36.4,134.7,27.01,346,64.06,226.4,137.01,423,205.84
2,39,16,64,3,56,41,238.5,190.7,37.45,408,77.38,298.65,149.15,531,286.65
2,50,20,28,3,71,52,126.7,227.34,44.33,524,99,353.69,212.96,726,401.71
2,50,20,43,7,71,52,336.3,191.03,37.27,492,94.56,303.39,157.11,609,260.5
2,50,20,98,3,71,52,389.9,236.73,46.32,526,101.09,368.83,195.6,721,386.17
2,3,20,24,4,24,5,108.8,26.3,6.41,94,20.67,33.51,22.95,84,45.13
